App name,No.,Time,Source,Destination,Protocol,Length,Info
Netflix,16708,662.768983,172.30.1.250,172.30.1.1,TLSv1.3,644,Application Data
Netflix,16709,662.769199,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25464618 Win=5891584 Len=0
Netflix,16710,662.769543,172.30.1.250,172.30.1.1,TCP,1392,"443  >  34820 [PSH, ACK] Seq=25464618 Ack=52047 Win=2097152 Len=1306 [TCP segment of a reassembled PDU]"
Netflix,16711,662.769743,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34822 [PSH, ACK] Seq=16396235 Ack=41248 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
Netflix,16712,662.769933,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25465924 Win=5890560 Len=0
Netflix,16713,662.769961,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16400153 Win=7709184 Len=0
Netflix,16714,662.77496,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16715,662.775251,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16410113 Win=7700992 Len=0
Netflix,16716,662.77534,172.30.1.250,172.30.1.1,TCP,1880,"443  >  34822 [PSH, ACK] Seq=16410113 Ack=41248 Win=2097152 Len=1794 [TCP segment of a reassembled PDU]"
Netflix,16717,662.775518,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16411907 Win=7700992 Len=0
Netflix,16718,662.78137,172.30.1.250,172.30.1.1,TCP,10048,443  >  34820 [ACK] Seq=25465924 Ack=52047 Win=2097152 Len=9960 [TCP segment of a reassembled PDU]
Netflix,16719,662.781734,172.30.1.250,172.30.1.1,TCP,1392,"443  >  34822 [PSH, ACK] Seq=16411907 Ack=41248 Win=2097152 Len=1306 [TCP segment of a reassembled PDU]"
Netflix,16720,662.781908,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25475884 Win=5884416 Len=0
Netflix,16721,662.781936,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16413213 Win=7700992 Len=0
Netflix,16722,662.782249,172.30.1.250,172.30.1.1,TCP,1880,"443  >  34820 [PSH, ACK] Seq=25475884 Ack=52047 Win=2097152 Len=1794 [TCP segment of a reassembled PDU]"
Netflix,16723,662.782428,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25477678 Win=5884416 Len=0
Netflix,16724,662.789201,172.30.1.250,172.30.1.1,TLSv1.3,5312,Application Data
Netflix,16725,662.789479,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25482902 Win=5888512 Len=0
Netflix,16726,662.792253,172.30.1.250,172.30.1.1,TCP,4004,"443  >  34820 [PSH, ACK] Seq=25482902 Ack=52047 Win=2097152 Len=3918 [TCP segment of a reassembled PDU]"
Netflix,16727,662.792474,172.30.1.250,172.30.1.1,TCP,2700,"443  >  34822 [PSH, ACK] Seq=16413213 Ack=41248 Win=2097152 Len=2612 [TCP segment of a reassembled PDU]"
Netflix,16728,662.792619,172.30.1.1,172.30.1.250,TCP,88,34820  >  443 [ACK] Seq=52047 Ack=25486820 Win=5888512 Len=0
Netflix,16729,662.792642,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16415825 Win=7711232 Len=0
Netflix,16730,662.795595,172.30.1.250,172.30.1.1,TLSv1.3,10048,Application Data
Netflix,16731,662.795937,172.30.1.1,172.30.1.250,TCP,88,34822  >  443 [ACK] Seq=41248 Ack=16425785 Win=7705088 Len=0
Netflix,16732,662.79602,172.30.1.250,172.30.1.1,TCP,10048,443  >  34822 [ACK] Seq=16425785 Ack=41248 Win=2097152 Len=9960 [TCP segment of a reassembled PDU]
